timestamp,degree
05/07/19 14:55,241
05/07/19 14:55,241
05/07/19 14:55,30
05/07/19 14:55,30
05/07/19 14:55,30
05/07/19 14:55,30
05/07/19 14:55,30
05/07/19 14:55,30
05/07/19 14:55,30
05/07/19 14:55,14
05/07/19 14:55,284
05/07/19 14:55,284
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,225
05/07/19 14:55,30
05/07/19 14:55,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,82
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,225
05/07/19 14:56,45
05/07/19 14:56,61
05/07/19 14:56,120
05/07/19 14:56,45
05/07/19 14:56,45
05/07/19 14:56,45
05/07/19 14:56,45
05/07/19 14:56,45
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,151
05/07/19 14:56,30
05/07/19 14:56,45
05/07/19 14:56,45
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,30
05/07/19 14:56,14
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82
05/07/19 14:56,82